annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;promotion_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus;devise;
20222031;SAMEDI  ;12/03/2022;12/05/2022;16;47;33;21;5;5;5-16-21-33-47+5;0;12000000;4;69395,1;95;713,1;648;377,1;3480;41,9;26330;19,9;48901;8,3;368924;4,3;642128;2,2;10;20000;G 3684 8800,N 6693 9959,O 2529 3306,P 9307 1504,I 7283 0740,G 4637 0274,I 2756 8387,J 1741 2844,J 0914 4803,N 4840 9803;5;14;16;22;23;;5-14-16-22-23;2;95095;504;318,9;21234;19,4;272745;3;6 478 543;eur;
20222030;MERCREDI;09/03/2022;09/05/2022;32;8;21;41;25;4;8-21-25-32-41+4;0;11000000;2;104873,4;51;1003,8;412;448,1;2005;55;17249;23;28274;10,9;254475;4,8;401594;2,2;10;20000;G 5481 9231,S 4386 2250,W 2360 0852,R 1688 8287,A 6709 1880,T 5653 3390,C 8302 0988,F 3848 1380,B 1768 8979,O 6622 5946;7;12;20;22;37;;7-12-20-22-37;6;22837;372;299,7;15807;18,1;201626;3;9 173 441;eur;
20222029;LUNDI   ;07/03/2022;07/05/2022;8;27;29;15;41;4;8-15-27-29-41+4;0;10000000;3;60001,2;65;675,9;493;321,4;2113;44,8;18490;18,4;28255;9,3;250464;4,1;349038;2,2;10;20000;Q 9050 5439,W 2346 6637,I 1472 2155,M 4693 1465,B 6338 7424,S 9510 7212,I 2277 4558,W 2343 3921,N 3148 7837,A 3471 9616;7;16;27;30;43;;7-16-27-30-43;1;120933;311;365,6;11838;24,6;159736;3;3 519 909;eur;
20222028;SAMEDI  ;05/03/2022;05/05/2022;37;26;36;14;1;3;1-14-26-36-37+3;0;9000000;1;269526;43;1529,8;377;629,3;2188;64,8;19704;25,8;36771;10,7;318054;4,9;582339;2,2;10;20000;M 9744 6497,A 4015 2925,V 4086 4671,T 3478 0989,G 6051 6640,R 7493 6009,K 2257 7983,L 1554 2646,E 1939 5516,P 2112 0034;13;25;30;33;49;;13-25-30-33-49;0;183999;420;429,4;17585;26,3;234290;3;5 966 924;eur;
20222027;MERCREDI;02/03/2022;02/05/2022;46;4;3;43;22;6;3-4-22-43-46+6;0;8000000;1;199764,3;15;3250,5;302;582,3;1505;69,8;15040;25,1;25677;11,4;243764;4,7;370986;2,2;10;20000;M 6487 7880,K 0501 5164,D 9329 1538,J 6844 8804,P 7674 4200,V 6520 1437,H 9232 4073,U 6042 7119,C 1545 1099,L 5883 5991;3;25;30;35;47;;3-25-30-35-47;0;131217;191;782,8;9205;41,7;142207;3;4 728 936;eur;
20222026;LUNDI   ;28/02/2022;30/04/2022;43;9;21;36;27;2;9-21-27-36-43+2;0;7000000;1;167369,9;27;1512,9;345;427;1375;64;15570;20,3;19498;12,6;212626;4,5;270447;2,2;10;20000;M 8359 3896,T 3841 8742,H 1595 1549,K 9743 7188,U 5388 7751,G 3099 3039,D 6396 4573,J 8744 3558,I 7174 8808,A 1301 5210;3;4;12;32;36;;3-4-12-32-36;1;110625;154;742,7;8546;34,4;133793;3;7 024 739;eur;
20222025;SAMEDI  ;26/02/2022;28/04/2022;29;39;28;22;30;3;22-28-29-30-39+3;0;6000000;5;50641,2;37;1670,3;410;543,6;2285;58,2;20458;23,4;38257;9,7;325828;4,5;538198;2,2;10;20000;T 6971 2285,B 0418 0551,C 1788 6473,S 2532 2722,E 5229 9443,B 0473 2757,S 0423 2337,N 8008 7030,Q 7606 8789,F 3142 3153;27;29;32;42;46;;27-29-32-42-46;2;86816;243;845,5;11245;46,9;179123;3;2 484 567;eur;
20222024;MERCREDI;23/02/2022;25/04/2022;33;15;6;12;14;8;6-12-14-15-33+8;0;5000000;3;61532,8;45;1001,2;417;389,7;2306;42,1;20788;16,8;32186;8,4;282311;3,8;376424;2,2;10;20000;T 1720 4502,H 1906 8822,A 3554 5540,N 6384 9284,M 6217 5540,C 1942 9103,G 1563 2599,P 5556 6217,T 9215 4502,Q 7878 8526;5;26;29;30;34;;5-26-29-30-34;0;124824;197;659,4;10234;32,6;149936;3;5 420 599;eur;
20222023;LUNDI   ;21/02/2022;23/04/2022;2;6;10;32;17;5;2-6-10-17-32+5;0;4000000;1;142501,6;39;891,8;358;350,4;2182;34,3;16741;16,1;28032;7,4;217193;3,8;335835;2,2;10;20000;J 8544 2016,A 9702 1480,L 1292 4263,G 0857 9168,V 5100 6247,L 7291 7620,J 9811 4390,Q 5171 3707,A 2133 5252,T 2953 6880;4;7;15;18;42;;4-7-15-18-42;1;105332;287;322,9;11246;21,1;146710;3;2 767 490;eur;
20222022;SAMEDI  ;19/02/2022;21/04/2022;32;24;49;39;40;1;24-32-39-40-49+1;0;3000000;1;273226,5;30;2222,9;375;641,4;1613;89,1;18271;28,3;22700;17,7;264379;6;379683;2,2;10;20000;I 6804 9032,C 6334 2426,E 6354 6617,F 0132 6281,D 0561 6559,M 1425 7727,O 4589 5747,V 5602 1543,P 7745 8038,V 0467 4088;7;17;20;36;44;;7-17-20-36-44;5;34036;387;434,7;15095;28,6;215006;3;8 891 938;eur;
20222021;MERCREDI;16/02/2022;18/04/2022;22;24;41;21;32;2;21-22-24-32-41+2;0;2000000;3;62658,7;27;1699,2;254;651,5;1177;84;13031;27,3;20358;13,5;213689;5,1;303976;2,2;10;20000;K 5341 0255,R 1053 0050,V 6474 4815,T 9754 3070,U 5924 5901,A 9499 6258,L 4899 6190,W 2220 2574,E 9561 5428,D 5930 6448;10;17;19;46;48;;10-17-19-46-48;0;121987;207;599,1;9941;32;150030;3;7 716 497;eur;
20222020;LUNDI   ;14/02/2022;16/04/2022;26;13;29;15;20;5;13-15-20-26-29+5;3;3333334;5;53502,9;137;476,5;880;267,6;4515;31,1;32190;15,7;54335;7,2;409819;3,8;604325;2,2;10;20000;B 6138 6375,J 2777 8766,P 6728 6975,O 9735 9027,B 3410 1722,B 9932 4062,M 3932 6402,P 6702 3974,O 8075 9407,O 5034 4944;3;15;45;47;48;3;3-15-45-47-48;2;313059;274;2630,4;14689;126;223260;9;6 392 826;eur;
20222019;SAMEDI  ;12/02/2022;14/04/2022;45;22;28;40;37;10;22-28-37-40-45+10;2;6000000;2;162529,9;50;1586,7;554;516,5;2315;73,8;24612;25;32839;14,5;356119;5,3;493066;2,2;10;20000;M 6061 3645,U 0630 2380,B 9607 0552,O 3826 4651,E 8603 0035,C 0077 2011,M 8973 3746,V 6960 9345,K 4340 5736,O 1900 3537;17;22;41;46;49;;17-22-41-46-49;0;198329;278;798,8;14303;39,9;219589;3;3 614 628;eur;
20222018;MERCREDI;09/02/2022;11/04/2022;44;48;31;46;21;1;21-31-44-46-48+1;0;11000000;0;229545,6;25;11422,8;301;671,3;1352;89,3;15292;28,4;20234;16,7;233486;5,7;334717;2,2;10;20000;B 3721 7064,N 2748 0231,K 5022 9975,M 5378 5279,V 2853 9632,T 1451 7456,T 6106 7675,I 9043 2569,U 9381 3306,L 9141 0785;8;16;19;22;32;;8-16-19-22-32;0;138988;319;405,9;14354;23,1;184994;3;0 061 451;eur;
20222017;LUNDI   ;07/02/2022;09/04/2022;37;15;18;31;46;3;15-18-31-37-46+3;0;10000000;0;177568,6;23;9604,7;271;576,8;1626;57,4;13346;25,1;25248;10,3;208965;4,9;397377;2,2;10;20000;U 5395 9788,T 2706 3790,T 4429 5502,K 3679 7089,H 1854 2293,S 2925 4490,T 8612 7067,W 2206 0519,M 2353 6610,O 7577 1627;4;28;35;36;37;;4-28-35-36-37;0;122001;128;1144,2;7746;48,6;123361;3;4 823 506;eur;
20222016;SAMEDI  ;05/02/2022;07/04/2022;48;31;24;11;38;9;11-24-31-38-48+9;0;9000000;4;73279,9;67;1067,8;637;405;2931;52,6;25618;21,6;41974;10,2;374153;4,5;585842;2,2;10;20000;U 5846 2710,R 8465 1993,O 9083 7483,W 2184 9191,A 0971 8809,E 6365 3233,R 7219 7421,H 0881 1143,I 9433 6974,I 9076 6019;12;19;39;42;48;;12-19-39-42-48;2;96132;418;479,7;16503;31,2;230426;3;6 567 379;eur;
20222015;MERCREDI;02/02/2022;04/04/2022;11;37;49;28;40;4;11-28-37-40-49+4;0;8000000;3;68072,8;42;1186,7;469;383,3;1785;60,1;17916;21,5;27071;11,1;251110;4,7;398545;2,2;10;20000;V 4738 9115,N 1860 2026,B 6319 8735,B 7142 2024,I 5612 9125,H 5544 3870,R 0807 6105,P 5766 9830,V 2060 8796,A 1960 1201;5;15;26;29;44;;5-15-26-29-44;0;134036;322;398,4;12818;25,7;174335;3;7 279 797;eur;
20222014;LUNDI   ;31/01/2022;02/04/2022;25;32;31;36;10;8;10-25-31-32-36+8;0;7000000;1;157710,1;21;1833;181;767;1266;65,5;11177;26,7;21260;10,9;184604;4,9;329075;2,2;10;20000;G 9754 0955,M 4450 7678,L 0957 6498,P 9618 5399,F 6346 2442,O 8111 9479,K 1058 4030,F 6282 7466,R 8721 1786,H 0920 5949;5;32;35;40;44;;5-32-35-40-44;0;108831;134;989,2;7059;48,2;107779;3;1 550 768;eur;
20222013;SAMEDI  ;29/01/2022;31/03/2022;42;29;25;46;8;9;8-25-29-42-46+9;0;6000000;1;264079,6;61;1056,6;418;556,1;2321;59,8;21275;23,5;35634;10,9;327138;4,7;529825;2,2;10;20000;V 2612 3791,B 5452 7463,L 3691 3300,P 8175 5719,R 9571 4700,K 6200 6245,B 7558 8738,N 0457 4382,O 0959 4546,G 1923 8342;2;13;14;20;41;;2-13-14-20-41;1;176013;334;513,1;15532;28,3;225475;3;6 077 699;eur;
20222012;MERCREDI;26/01/2022;28/03/2022;14;16;33;38;45;10;14-16-33-38-45+10;0;5000000;1;198963,6;22;2207,3;290;603,9;1185;88,3;14027;26,8;18364;15,9;211644;5,4;286377;2,2;10;20000;H 7915 7684,R 4442 3608,W 2138 8087,S 8379 3007,P 6352 7487,F 4930 9745,S 5234 3301,M 4385 7459,A 4819 7474,T 2326 3018;1;6;25;28;45;;1-6-25-28-45;0;122162;254;469;10961;27,9;156270;3;9 417 330;eur;
20222011;LUNDI   ;24/01/2022;26/03/2022;15;38;7;4;40;2;4-7-15-38-40+2;0;4000000;1;156243,4;27;1412,4;284;484,3;1318;62,3;13390;22;19776;11,6;200861;4,5;256854;2,2;10;20000;R 6369 1329,W 2129 4670,Q 0221 3915,O 7640 7915,P 2044 7558,O 4525 4722,M 4065 1487,R 4137 6646,O 2035 5322,J 2372 1900;13;14;24;31;42;;13-14-24-31-42;1;103001;241;407,8;9658;26,1;134348;3;3 639 537;eur;
20222010;SAMEDI  ;22/01/2022;24/03/2022;26;3;39;17;30;8;3-17-26-30-39+8;0;3000000;3;85360;86;726,7;595;378,8;2931;45,9;25500;19;40874;9,2;349830;4,2;538472;2,2;10;20000;W 2119 3326,G 9852 6192,E 3161 9662,P 8466 6616,G 8626 0343,E 8608 9557,L 6318 7194,P 4828 4303,A 6326 8184,U 0181 6391;6;7;11;23;37;;6-7-11-23-37;2;86596;440;320,4;20163;17,9;254801;3;4 507 518;eur;
20222009;MERCREDI;19/01/2022;21/03/2022;44;27;41;8;43;6;8-27-41-43-44+6;0;2000000;2;89685,7;22;1990;292;540,7;1441;65,4;13687;24,8;21441;12,3;205417;5;330602;2,2;10;20000;L 9451 6315,G 8726 1108,P 4777 3352,C 1018 7128,O 2326 8615,D 0640 7417,L 1404 8329,O 0712 6843,R 5262 6237,T 6643 0392;11;14;23;32;44;;11-14-23-32-44;4;29509;334;355,1;11403;26,7;146844;3;5 301 604;eur;
20222008;LUNDI   ;17/01/2022;19/03/2022;4;27;5;15;22;9;4-5-15-22-27+9;1;7000000;5;32980,1;84;479,1;628;231,1;2271;38,1;22631;13,7;28471;8,5;270100;3,5;310073;2,2;10;20000;J 2708 9931,M 0443 8269,H 9138 1274,F 1226 3576,I 7006 4122,U 7163 2819,K 6749 8964,O 5761 8808,A 9245 2819,E 1321 7669;8;16;29;33;40;;8-16-29-33-40;2;55181;188;633,8;8891;34,4;127449;3;9 908 227;eur;
20222007;SAMEDI  ;15/01/2022;17/03/2022;19;10;30;13;47;8;10-13-19-30-47+8;0;6000000;4;67283,9;89;738;707;335,1;3496;40,4;31495;16,1;46881;8,4;414719;3,7;553337;2,2;10;20000;Q 5152 6146,Q 6715 3549,F 2105 7211,R 6752 1209,T 4368 9236,O 7391 9604,B 5671 7858,V 5081 4328,E 8876 3448,D 6111 6942;2;8;16;22;44;;2-8-16-22-44;6;29984;523;320,3;18783;22,9;239574;3;4 736 441;eur;
20222006;MERCREDI;12/01/2022;14/03/2022;23;20;1;26;44;4;1-20-23-26-44+4;0;5000000;1;193590,3;43;1098,8;346;492,5;1879;54,1;17439;21;28140;10,1;259826;4,3;371862;2,2;10;20000;E 1169 4201,V 0994 9561,M 4210 1339,F 3923 9302,R 2816 4328,P 3523 6060,D 3424 3479,R 0618 4100,C 7539 4151,V 2868 4918;5;16;21;26;43;;5-16-21-26-43;2;64022;247;520,4;11150;29,6;159424;3;8 417 354;eur;
20222005;LUNDI   ;10/01/2022;12/03/2022;14;43;34;41;35;9;14-34-35-41-43+9;0;4000000;1;155646,2;30;1266,3;247;554,7;1139;71,8;10640;27,6;17725;12,9;157555;5,7;311035;2,2;10;20000;Q 9513 4411,B 3451 3072,R 5499 4309,E 2186 9007,S 6727 9210,N 7674 9167,P 1327 3992,W 2077 1662,E 6929 0122,C 1143 0127;20;21;28;31;33;;20-21-28-31-33;1;107951;184;618,9;8475;34,5;127847;3;0 483 703;eur;
20222004;SAMEDI  ;08/01/2022;10/03/2022;22;42;43;17;25;10;17-22-25-42-43+10;0;3000000;1;282967,9;36;1918,4;411;606;1918;77,6;22225;24,1;29210;14,2;346628;4,7;416551;2,2;10;20000;C 9780 4266,O 9033 1950,V 6486 6843,O 7455 1097,I 1375 0382,O 4049 4112,A 5046 5605,N 5285 3184,A 9792 4058,R 8636 8664;3;18;37;43;45;;3-18-37-43-45;1;176574;306;656,4;13068;39,5;191741;3;2 088 520;eur;
20222003;MERCREDI;05/01/2022;07/03/2022;17;45;30;32;6;4;6-17-30-32-45+4;0;2000000;2;92510,9;43;1050,2;312;522;1628;59,7;15088;23,2;24616;11;226178;4,7;360672;2,2;10;20000;V 7096 2870,R 2600 3705,U 2539 3955,F 3900 2435,O 5964 5092,U 7900 0416,S 9139 7440,O 5426 6658,P 4360 9948,K 6936 5111;7;11;29;41;43;;7-11-29-41-43;0;124200;306;382,1;11853;25,3;163879;3;7 152 066;eur;
20222002;LUNDI   ;03/01/2022;05/03/2022;33;36;34;38;22;5;22-33-34-36-38+5;1;3000000;0;144818,6;36;5004,5;233;547,1;1395;54,6;11137;24,6;20099;10,6;162076;5,2;353756;2,2;10;20000;A 2685 4481,M 5158 8633,S 9077 0773,E 2050 1281,F 0484 7468,O 3658 0352,B 9642 4967,P 7785 7604,G 4885 8485,R 3408 5522;7;11;34;39;42;;7-11-34-39-42;0;107064;193;573,3;8847;32,1;129537;3;7 981 674;eur;
20222001;SAMEDI  ;01/01/2022;03/03/2022;30;36;14;6;39;5;6-14-30-36-39+5;0;2000000;1;194628;50;950;263;651,4;1821;56,2;14578;25,2;29719;9,6;233260;4,8;479863;2,2;10;20000;N 8300 7133,A 9410 8744,U 2560 7114,N 3536 7108,J 6852 4974,H 3720 8615,A 6414 6289,J 9586 6075,O 4444 0186,N 5421 8085;15;19;30;38;43;;15-19-30-38-43;2;65681;215;675,8;9524;39,2;147577;3;1 181 475;eur;
20211156;MERCREDI;29/12/2021;28/02/2022;21;18;33;49;48;7;18-21-33-48-49+7;0;4000000;0;153214,7;64;2978,2;319;422,8;2415;33,3;14702;19,7;35855;6,2;210433;4,2;524633;2,2;10;20000;L 1778 6805,I 6286 3368,F 1860 2975,P 8096 4161,S 6160 5858,H 2200 5845,O 4278 2750,S 9930 2858,E 7031 9850,M 9052 1950;7;9;13;31;42;;7-9-13-31-42;4;30591;424;219,6;16049;14,9;187720;3;3 390 893;eur;
20211155;LUNDI   ;27/12/2021;26/02/2022;32;20;6;12;14;8;6-12-14-20-32+8;0;3000000;3;49397,8;55;657,6;370;352,5;1886;41,3;16965;16,5;25085;8,7;222525;3,8;296451;2,2;10;20000;Q 9450 5825,Q 1014 2232,H 2305 7996,A 2450 0393,V 6672 3833,W 1999 0327,R 3779 6128,L 5195 6693,E 7298 1041,G 4304 6123;4;20;25;27;37;;4-20-25-27-37;0;104228;185;569,2;8815;30,7;128979;3;8 652 688;eur;
20211154;SAMEDI  ;25/12/2021;24/02/2022;6;25;48;21;37;10;6-21-25-37-48+10;0;2000000;0;230342,9;48;5970;375;540,7;1548;78,2;18311;23,8;23097;14,6;267820;5;325137;2,2;10;20000;T 7532 8812,N 3312 5105,J 9174 7772,B 9906 2313,Q 5865 6716,E 5732 9889,K 7011 2540,J 3420 1167,W 2011 6434,B 1037 1309;1;8;24;31;32;;1-8-24-31-32;1;135113;237;585,4;11381;31,3;164517;3;2 274 894;eur;
20211153;MERCREDI;22/12/2021;21/02/2022;41;20;46;11;24;1;11-20-24-41-46+1;0;9000000;0;214812,8;24;11135,1;336;562,8;1372;82,3;16401;24,7;21439;14,7;252885;4,9;295766;2,2;10;20000;R 6287 2317,K 4047 0348,G 4150 9150,P 8459 2576,W 2005 2274,F 1402 4887,Q 5844 5737,S 0413 6630,S 2202 3498,D 9953 8959;22;33;35;36;43;;22-33-35-36-43;3;43153;195;794,7;9399;42,4;131400;3;0 464 403;eur;
20211152;LUNDI   ;20/12/2021;19/02/2022;22;23;12;47;25;1;12-22-23-25-47+1;0;8000000;1;176681,4;25;1724,9;349;445,6;1332;69,7;17757;18,8;19657;13,2;245581;4,1;241865;2,2;10;20000;N 1079 3437,Q 2513 8083,N 2122 5529,M 7436 2373,T 8886 2800,G 4236 2939,S 2683 8380,D 9747 8542,U 2797 6065,S 4121 7683;13;20;30;41;45;;13-20-30-41-45;0;110459;205;561,2;8826;33,5;132580;3;1 210 652;eur;
20211151;SAMEDI  ;18/12/2021;17/02/2022;10;46;2;31;38;8;2-10-31-38-46+8;0;7000000;2;132566,5;39;1659,2;414;563,7;2439;57,1;20632;24,3;36948;10,5;319572;4,8;550247;2,2;10;20000;W 1985 5396,H 8070 7149,Q 2292 5202,F 7349 6158,U 6441 0147,I 6453 1037,F 5533 6575,U 3871 8237,P 3952 5741,J 4550 9315;4;6;30;32;45;;4-6-30-32-45;1;178957;256;775,4;12631;40,4;200383;3;0 614 584;eur;
20211150;MERCREDI;15/12/2021;14/02/2022;34;47;11;37;38;8;11-34-37-38-47+8;0;6000000;1;188506,9;34;1353,2;217;764,7;1568;63,2;12990;27,4;23597;11,7;203758;5,3;391860;2,2;10;20000;Q 8151 8462,I 3837 5765,R 2628 4787,H 2041 2831,K 1547 8819,H 1816 2832,B 5849 4154,B 8026 7986,J 0099 3835,F 6467 9997;15;27;30;31;46;;15-27-30-31-46;1;127774;204;686,7;9742;36,9;145011;3;3 225 949;eur;
20211149;LUNDI   ;13/12/2021;12/02/2022;23;38;36;18;19;1;18-19-23-36-38+1;0;5000000;0;170703,2;17;12492,2;288;521,7;1128;79,6;12944;24,9;16714;15;206408;4,8;243410;2,2;10;20000;M 8810 9367,B 1920 2202,S 4263 8772,F 0166 8115,E 1243 7191,A 4584 6015,J 4493 8692,F 3054 5793,C 0748 0425,E 9638 7011;6;12;15;23;35;;6-12-15-23-35;1;109693;293;325;12113;20,2;154293;3;1 327 733;eur;
20211148;SAMEDI  ;11/12/2021;10/02/2022;16;45;34;42;26;9;16-26-34-42-45+9;0;4000000;4;65299,5;51;1250;437;526,1;2259;60,8;20434;24,2;32706;11,7;291506;5,2;528738;2,2;10;20000;L 6008 2524,R 1207 7164,H 0602 9785,A 6551 1276,T 1857 2715,R 0213 8814,K 2142 9645,I 6333 9164,H 9123 5646,V 6104 7647;2;14;25;26;41;;2-14-25-26-41;1;176291;312;607,4;14023;34,7;204552;3;5 643 189;eur;
20211147;MERCREDI;08/12/2021;07/02/2022;28;26;1;30;16;4;1-16-26-28-30+4;0;3000000;3;63103,6;58;796,6;517;322,3;2195;45,3;19784;18,1;28269;9,8;260361;4,2;358435;2,2;10;20000;G 8029 7756,O 5443 7436,P 4124 0061,P 9542 4955,V 5664 3744,Q 7524 1541,Q 7372 7811,U 9957 0423,L 1876 2725,E 0074 0774;8;15;17;27;36;;8-15-17-27-36;5;25199;283;416,3;12490;24,2;167172;3;9 070 868;eur;
20211146;LUNDI   ;06/12/2021;05/02/2022;29;16;36;7;15;6;7-15-16-29-36+6;0;2000000;1;153470,6;43;871,1;319;423,5;1431;56,4;14940;19,4;21475;10,5;212925;4,2;277644;2,2;10;20000;J 1426 4538,M 3953 4380,L 9976 9823,E 6591 5918,J 2931 6258,C 1929 0906,G 7213 8906,D 6202 5729,B 3399 7265,I 6427 6880;3;20;24;29;49;;3-20-24-29-49;2;52514;180;573,4;9379;28,2;133421;3;1 055 717;eur;
20211145;SAMEDI  ;04/12/2021;03/02/2022;23;18;34;5;44;5;5-18-23-34-44+5;1;30000000;3;115651,9;122;694,1;725;421,2;4248;42,9;32646;20,1;62453;8,1;473103;4,2;788493;2,2;10;20000;D 7589 9953,H 2360 3020,F 4603 8507,H 9746 3830,R 8133 9083,S 7139 2368,N 6295 8076,K 9945 3981,K 2459 5133,I 1171 7183;1;7;14;33;39;;1-7-14-33-39;0;232239;461;501,6;20803;28,5;291393;3;9 455 137;eur;
20211144;MERCREDI;01/12/2021;31/01/2022;26;18;3;49;46;6;3-18-26-46-49+6;0;29000000;2;131822,4;52;1237,4;495;468,8;2313;59,9;22003;22,6;34540;11,2;326699;4,7;480985;2,2;10;20000;K 8849 6301,A 1323 9276,G 8661 1952,C 0044 6582,U 5853 7315,H 4515 6713,B 6498 3223,C 8975 8894,H 0816 9378,S 9548 0947;3;15;17;41;49;;3-15-17-41-49;2;82623;333;505,7;13504;32;202715;3;8 387 175;eur;
20211143;LUNDI   ;29/11/2021;29/01/2022;30;26;35;44;31;4;26-30-31-35-44+4;0;28000000;0;216912,8;27;9994,6;318;600,4;1663;68,6;15756;26;27087;11,7;248871;5;416241;2,2;10;20000;G 1689 5017,A 5215 8195,N 9160 9207,H 9532 8798,P 3512 4672,V 1725 3976,Q 2044 1139,I 9874 3188,S 2455 9484,M 9653 0814;21;32;33;39;48;;21-32-33-39-48;1;139821;192;880,6;9371;46,3;139905;3;4 321 076;eur;
20211142;SAMEDI  ;27/11/2021;27/01/2022;25;28;46;12;27;4;12-25-27-28-46+4;0;27000000;2;171119,6;83;1006,4;725;415,5;3833;46,9;34233;18,9;54250;9,2;490462;4;659337;2,2;10;20000;E 4248 3153,F 7659 6672,J 5545 9281,L 0584 2898,G 3898 1590,M 6957 3985,R 4104 6051,F 3639 0964,C 3762 1338,G 2021 9038;3;22;30;34;37;;3-22-30-34-37;4;54500;340;708;16749;36,9;245382;3;0 977 296;eur;
20211141;MERCREDI;24/11/2021;24/01/2022;14;34;39;24;47;8;14-24-34-39-47+8;0;26000000;0;236821,6;41;7185,9;423;492,8;2084;59,7;18376;24,4;30168;11,5;268537;5,1;482141;2,2;10;20000;V 7045 6556,G 0312 0173,P 3915 7931,Q 1195 4099,H 8504 4815,V 3686 0730,P 1938 3713,N 3540 7368,G 5367 9900,T 5158 1846;11;14;42;43;46;;11-14-42-43-46;0;152920;239;719,5;10224;43,2;168405;3;3 351 986;eur;
20211140;LUNDI   ;22/11/2021;22/01/2022;19;12;8;41;16;5;8-12-16-19-41+5;0;25000000;3;65488,2;71;675,3;625;276,7;3137;32,9;24451;15,2;41270;7;314483;3,6;474096;2,2;10;20000;V 4149 5281,T 2155 1227,N 2039 3668,C 9136 3960,U 9246 6028,O 5130 8496,D 8016 3783,V 8122 4093,R 2223 7810,F 5918 1397;15;20;30;31;42;;15-20-30-31-42;1;135541;208;706,4;10504;35,9;155819;3;4 964 608;eur;
20211139;SAMEDI  ;20/11/2021;20/01/2022;44;9;18;17;42;8;9-17-18-42-44+8;0;24000000;0;318675,7;85;4664,1;662;423,7;3530;47,4;30764;19,6;51633;9;448636;4,1;643751;2,2;10;20000;N 1626 3631,I 1741 7989,J 5644 2565,B 8100 3963,S 9267 3108,B 7655 6627,U 9517 8121,R 5393 0563,J 9871 5111,M 6835 4957;10;35;38;39;41;;10-35-38-39-41;2;103995;293;872,6;13478;48,7;203165;3;4 508 841;eur;
20211138;MERCREDI;17/11/2021;17/01/2022;37;40;36;4;43;6;4-36-37-40-43+6;0;23000000;2;122394,3;31;1927,3;310;695,1;1436;89,6;14707;31,5;24724;14,5;240073;5,9;445369;2,2;10;20000;F 7031 4799,B 6830 3306,A 6004 0218,N 3949 7617,L 3131 1317,C 7747 1524,K 3248 6859,F 3611 0531,H 2666 1890,T 3508 8890;9;19;32;36;38;;9-19-32-36-38;4;38594;490;346,6;11708;37,3;174476;3;8 176 862;eur;
20211137;LUNDI   ;15/11/2021;15/01/2022;34;7;8;41;42;8;7-8-34-41-42+8;0;22000000;0;203055,5;41;6161,3;272;657,1;1857;57,5;15490;24,8;30610;9,7;251146;4,7;428583;2,2;10;20000;V 6547 9626,S 6851 7416,F 9558 7526,S 9139 4900,I 6321 2687,E 6315 0617,W 1724 2245,E 7878 3448,L 7372 1686,P 3464 1383;1;10;19;21;23;;1-10-19-21-23;0;135748;481;229,1;17268;16,4;200022;3;4 851 871;eur;
20211136;SAMEDI  ;13/11/2021;13/01/2022;39;13;12;31;26;6;12-13-26-31-39+6;0;21000000;3;109621,3;73;1099,5;721;401,5;3414;50,6;32542;19,1;47962;10;461156;4,1;581694;2,2;10;20000;F 7002 8351,B 7433 2928,O 2724 8856,L 6483 2203,L 9193 4194,N 5350 2203,K 8256 2891,Q 5679 5600,N 3439 4783,M 7121 5870;4;5;13;33;38;;4-5-13-33-38;1;207487;334;570,5;19354;25,3;279444;3;8 444 329;eur;
20211135;MERCREDI;10/11/2021;10/01/2022;31;12;9;40;41;2;9-12-31-40-41+2;0;20000000;0;250362,4;35;8899,1;427;516,1;1982;66,4;20998;22,5;30154;12,2;318548;4,5;408704;2,2;10;20000;L 9602 5137,F 8618 0868,I 6292 9574,J 5658 1693,B 1845 5916,C 3067 7189,H 8482 9707,P 0427 8733,S 2136 5941,N 2330 1102;12;19;25;40;42;;12-19-25-40-42;1;156511;300;513,8;14041;28,2;198374;3;8 991 036;eur;
